,timestamp,close_price
0,6/15/2020 4:15,296.3
1,6/15/2020 4:16,296.74
2,6/15/2020 4:17,296.24
3,6/15/2020 4:18,296.64
4,6/15/2020 4:19,296.35
5,6/15/2020 4:20,296.36
6,6/15/2020 4:21,296.36
7,6/15/2020 4:22,296.29
8,6/15/2020 4:23,296.22
9,6/15/2020 4:24,295.99
10,6/15/2020 4:25,295.96
11,6/15/2020 4:26,296.11
12,6/15/2020 4:27,296.43
13,6/15/2020 4:28,296.29
14,6/15/2020 4:29,296.61
15,6/15/2020 4:30,296.71
16,6/15/2020 4:31,296.55
17,6/15/2020 4:32,296.45
18,6/15/2020 4:33,296.72
19,6/15/2020 4:34,296.94
20,6/15/2020 4:35,296.83
21,6/15/2020 4:36,296.75
22,6/15/2020 4:37,296.85
23,6/15/2020 4:38,296.97
24,6/15/2020 4:39,296.89
25,6/15/2020 4:40,296.94
26,6/15/2020 4:41,297.08
27,6/15/2020 4:42,297.21
28,6/15/2020 4:43,297.12
29,6/15/2020 4:44,297.0
30,6/15/2020 4:45,297.15
31,6/15/2020 4:46,297.23
32,6/15/2020 4:47,297.17
33,6/15/2020 4:48,297.02
34,6/15/2020 4:49,297.41
35,6/15/2020 4:50,297.35
36,6/15/2020 4:51,297.43
37,6/15/2020 4:52,297.42
38,6/15/2020 4:53,297.37
39,6/15/2020 4:54,297.39
40,6/15/2020 4:55,297.26
41,6/15/2020 4:56,297.53
42,6/15/2020 4:57,297.43
43,6/15/2020 4:58,297.53
44,6/15/2020 4:59,297.67
45,6/15/2020 5:00,297.74
46,6/15/2020 5:01,298.0
47,6/15/2020 5:02,298.05
48,6/15/2020 5:03,298.35
49,6/15/2020 5:04,298.11
50,6/15/2020 5:05,298.1
51,6/15/2020 5:06,298.24
52,6/15/2020 5:07,298.26
53,6/15/2020 5:08,298.14
54,6/15/2020 5:09,298.35
55,6/15/2020 5:10,298.5
56,6/15/2020 5:11,298.4
57,6/15/2020 5:12,298.48
58,6/15/2020 5:13,298.52
59,6/15/2020 5:14,298.52
60,6/15/2020 5:15,298.42
61,6/15/2020 5:16,298.64
62,6/15/2020 5:17,298.42
63,6/15/2020 5:18,298.55
64,6/15/2020 5:19,298.3
65,6/15/2020 5:20,298.2
66,6/15/2020 5:21,298.15
67,6/15/2020 5:22,297.95
68,6/15/2020 5:23,297.81
69,6/15/2020 5:24,297.58
70,6/15/2020 5:29,297.56
71,6/15/2020 5:30,297.71
72,6/15/2020 5:31,297.78
73,6/15/2020 5:32,297.77
74,6/15/2020 5:33,297.72
75,6/15/2020 5:34,298.0
76,6/15/2020 5:35,298.11
77,6/15/2020 5:36,297.89
78,6/15/2020 5:37,297.89
79,6/15/2020 5:39,298.22
80,6/15/2020 5:40,298.15
81,6/15/2020 5:41,298.17
82,6/15/2020 5:42,298.4
83,6/15/2020 5:43,298.51
84,6/15/2020 5:44,298.47
85,6/15/2020 5:45,298.53
86,6/15/2020 5:46,298.25
87,6/15/2020 5:47,298.01
88,6/15/2020 5:48,297.91
89,6/15/2020 5:49,298.02
90,6/15/2020 5:50,298.19
91,6/15/2020 5:52,297.86
92,6/15/2020 5:53,298.16
93,6/15/2020 5:54,298.08
94,6/15/2020 5:55,298.11
95,6/15/2020 5:56,298.0
96,6/15/2020 5:57,298.05
97,6/15/2020 5:58,298.2
98,6/15/2020 5:59,298.06
99,6/15/2020 6:00,298.17
100,6/15/2020 6:01,298.31
101,6/15/2020 6:02,298.44
102,6/15/2020 6:04,298.6
103,6/15/2020 6:05,299.05
104,6/15/2020 6:06,299.25
105,6/15/2020 6:07,299.18
106,6/15/2020 6:08,299.2
107,6/15/2020 6:09,299.05
108,6/15/2020 6:10,299.18
109,6/15/2020 6:11,299.11
110,6/15/2020 6:12,299.14
111,6/15/2020 6:13,299.21
112,6/15/2020 6:14,299.23
113,6/15/2020 6:15,299.03
114,6/15/2020 6:16,299.01
115,6/15/2020 6:17,299.32
116,6/15/2020 6:18,299.21
117,6/15/2020 6:19,299.4
118,6/15/2020 6:20,299.24
119,6/15/2020 6:21,299.15
120,6/15/2020 6:22,299.19
121,6/15/2020 6:23,299.16
122,6/15/2020 6:24,299.13
123,6/15/2020 6:25,299.25
124,6/15/2020 6:26,299.5
125,6/15/2020 6:27,299.48
126,6/15/2020 6:28,299.48
127,6/15/2020 6:29,299.48
128,6/15/2020 6:30,299.41
129,6/15/2020 6:31,299.32
130,6/15/2020 6:32,299.01
131,6/15/2020 6:33,298.93
132,6/15/2020 6:34,298.78
133,6/15/2020 6:35,298.76
134,6/15/2020 6:36,298.86
135,6/15/2020 6:37,298.91
136,6/15/2020 6:38,298.74
137,6/15/2020 6:39,298.72
138,6/15/2020 6:40,298.7
139,6/15/2020 6:41,298.57
140,6/15/2020 6:42,298.75
141,6/15/2020 6:43,298.55
142,6/15/2020 6:44,298.53
143,6/15/2020 6:45,298.44
144,6/15/2020 6:46,298.29
145,6/15/2020 6:47,298.13
146,6/15/2020 6:48,297.97
147,6/15/2020 6:49,298.09
148,6/15/2020 6:50,298.1
149,6/15/2020 6:51,298.15
150,6/15/2020 6:52,298.06
151,6/15/2020 6:53,298.08
152,6/15/2020 6:54,298.05
153,6/15/2020 6:55,298.2
154,6/15/2020 6:57,298.4
155,6/15/2020 6:58,298.48
156,6/15/2020 6:59,298.38
157,6/15/2020 7:00,298.56
158,6/15/2020 7:01,297.7
159,6/15/2020 7:02,297.65
160,6/15/2020 7:03,297.67
161,6/15/2020 7:04,297.46
162,6/15/2020 7:05,297.59
163,6/15/2020 7:06,297.66
164,6/15/2020 7:07,297.48
165,6/15/2020 7:08,297.52
166,6/15/2020 7:09,297.42
167,6/15/2020 7:10,297.44
168,6/15/2020 7:11,297.51
169,6/15/2020 7:12,297.64
170,6/15/2020 7:13,297.13
171,6/15/2020 7:14,297.3
172,6/15/2020 7:15,297.55
173,6/15/2020 7:16,297.4
174,6/15/2020 7:17,297.35
175,6/15/2020 7:18,297.3
176,6/15/2020 7:19,297.26
177,6/15/2020 7:20,297.24
178,6/15/2020 7:21,297.47
179,6/15/2020 7:22,297.52
180,6/15/2020 7:23,297.7
181,6/15/2020 7:24,297.65
182,6/15/2020 7:25,297.63
183,6/15/2020 7:26,297.65
184,6/15/2020 7:27,297.4
185,6/15/2020 7:28,297.13
186,6/15/2020 7:29,297.19
187,6/15/2020 7:30,297.09
188,6/15/2020 7:31,297.1
189,6/15/2020 7:32,297.1
190,6/15/2020 7:33,297.1
191,6/15/2020 7:34,297.39
192,6/15/2020 7:35,297.57
193,6/15/2020 7:36,297.51
194,6/15/2020 7:37,297.8
195,6/15/2020 7:38,297.88
196,6/15/2020 7:39,297.93
197,6/15/2020 7:40,298.05
198,6/15/2020 7:41,298.32
199,6/15/2020 7:42,298.29
200,6/15/2020 7:43,298.15
201,6/15/2020 7:44,297.9
202,6/15/2020 7:45,297.92
203,6/15/2020 7:46,297.82
204,6/15/2020 7:47,297.9
205,6/15/2020 7:48,297.85
206,6/15/2020 7:49,297.65
207,6/15/2020 7:50,298.07
208,6/15/2020 7:51,298.42
209,6/15/2020 7:52,298.45
210,6/15/2020 7:53,298.51
211,6/15/2020 7:54,298.41
212,6/15/2020 7:55,298.4
213,6/15/2020 7:56,298.45
214,6/15/2020 7:57,298.29
215,6/15/2020 7:58,298.3
216,6/15/2020 7:59,298.52
217,6/15/2020 8:00,298.4
218,6/15/2020 8:01,298.8
219,6/15/2020 8:02,298.99
220,6/15/2020 8:03,298.99
221,6/15/2020 8:04,299.04
222,6/15/2020 8:05,299.28
223,6/15/2020 8:06,299.16
224,6/15/2020 8:07,299.16
225,6/15/2020 8:08,299.13
226,6/15/2020 8:09,299.15
227,6/15/2020 8:10,298.85
228,6/15/2020 8:11,298.18
229,6/15/2020 8:12,298.35
230,6/15/2020 8:13,298.31
231,6/15/2020 8:14,298.25
232,6/15/2020 8:15,298.45
233,6/15/2020 8:16,298.3
234,6/15/2020 8:17,298.29
235,6/15/2020 8:18,297.87
236,6/15/2020 8:19,296.95
237,6/15/2020 8:20,298.1
238,6/15/2020 8:21,298.07
239,6/15/2020 8:22,297.77
240,6/15/2020 8:23,297.96
241,6/15/2020 8:24,297.83
242,6/15/2020 8:25,298.13
243,6/15/2020 8:26,298.14
244,6/15/2020 8:27,297.65
245,6/15/2020 8:28,297.58
246,6/15/2020 8:29,297.73
247,6/15/2020 8:30,297.69
248,6/15/2020 8:31,297.65
249,6/15/2020 8:32,297.59
250,6/15/2020 8:33,297.74
251,6/15/2020 8:34,297.89
252,6/15/2020 8:35,297.82
253,6/15/2020 8:36,297.85
254,6/15/2020 8:37,297.68
255,6/15/2020 8:38,297.49
256,6/15/2020 8:39,297.86
257,6/15/2020 8:40,297.81
258,6/15/2020 8:41,297.88
259,6/15/2020 8:42,297.59
260,6/15/2020 8:43,297.71
261,6/15/2020 8:44,297.83
262,6/15/2020 8:45,298.22
263,6/15/2020 8:46,298.01
264,6/15/2020 8:47,298.15
265,6/15/2020 8:48,298.09
266,6/15/2020 8:49,297.89
267,6/15/2020 8:50,298.07
268,6/15/2020 8:51,298.3
269,6/15/2020 8:52,298.25
270,6/15/2020 8:53,298.41
271,6/15/2020 8:54,298.51
272,6/15/2020 8:55,298.3
273,6/15/2020 8:56,298.2
274,6/15/2020 8:57,297.93
275,6/15/2020 8:58,297.96
276,6/15/2020 8:59,297.73
277,6/15/2020 9:00,297.9
278,6/15/2020 9:01,298.0
279,6/15/2020 9:02,297.96
280,6/15/2020 9:03,298.26
281,6/15/2020 9:04,298.22
282,6/15/2020 9:05,298.09
283,6/15/2020 9:06,297.95
284,6/15/2020 9:07,298.03
285,6/15/2020 9:08,298.23
286,6/15/2020 9:09,298.17
287,6/15/2020 9:10,298.28
288,6/15/2020 9:11,298.15
289,6/15/2020 9:12,298.22
290,6/15/2020 9:13,298.2
291,6/15/2020 9:14,298.09
292,6/15/2020 9:15,298.06
293,6/15/2020 9:16,298.19
294,6/15/2020 9:17,298.19
295,6/15/2020 9:18,298.39
296,6/15/2020 9:19,298.31
297,6/15/2020 9:20,298.22
298,6/15/2020 9:21,298.39
299,6/15/2020 9:22,297.85
300,6/15/2020 9:23,297.88
301,6/15/2020 9:24,297.93
302,6/15/2020 9:25,297.8
303,6/15/2020 9:26,297.58
304,6/15/2020 9:27,297.84
305,6/15/2020 9:28,297.75
306,6/15/2020 9:29,297.9
307,6/15/2020 9:30,298.57
308,6/15/2020 9:31,298.53
309,6/15/2020 9:32,298.43
310,6/15/2020 9:33,297.32
311,6/15/2020 9:34,297.08
312,6/15/2020 9:35,297.54
313,6/15/2020 9:36,298.47
314,6/15/2020 9:37,298.97
315,6/15/2020 9:38,298.93
316,6/15/2020 9:39,298.75
317,6/15/2020 9:40,299.06
318,6/15/2020 9:41,299.09
319,6/15/2020 9:42,299.19
320,6/15/2020 9:43,298.82
321,6/15/2020 9:44,298.77
322,6/15/2020 9:45,298.62
323,6/15/2020 9:46,298.27
324,6/15/2020 9:47,298.3
325,6/15/2020 9:48,298.66
326,6/15/2020 9:49,298.48
327,6/15/2020 9:50,298.88
328,6/15/2020 9:51,298.88
329,6/15/2020 9:52,298.99
330,6/15/2020 9:53,299.43
331,6/15/2020 9:54,299.74
332,6/15/2020 9:55,299.86
333,6/15/2020 9:56,299.87
334,6/15/2020 9:57,299.63
335,6/15/2020 9:58,299.86
336,6/15/2020 9:59,299.96
337,6/15/2020 10:00,299.54
338,6/15/2020 10:01,299.57
339,6/15/2020 10:02,299.92
340,6/15/2020 10:03,300.15
341,6/15/2020 10:04,300.22
342,6/15/2020 10:05,300.53
343,6/15/2020 10:06,300.74
344,6/15/2020 10:07,300.54
345,6/15/2020 10:08,300.9
346,6/15/2020 10:09,300.91
347,6/15/2020 10:10,300.88
348,6/15/2020 10:11,301.01
349,6/15/2020 10:12,300.97
350,6/15/2020 10:13,301.03
351,6/15/2020 10:14,300.91
352,6/15/2020 10:15,300.55
353,6/15/2020 10:16,300.52
354,6/15/2020 10:17,300.93
355,6/15/2020 10:18,300.7
356,6/15/2020 10:19,301.16
357,6/15/2020 10:20,300.85
358,6/15/2020 10:21,300.77
359,6/15/2020 10:22,300.45
360,6/15/2020 10:23,300.51
361,6/15/2020 10:24,300.28
362,6/15/2020 10:25,300.41
363,6/15/2020 10:26,300.28
364,6/15/2020 10:27,300.33
365,6/15/2020 10:28,300.17
366,6/15/2020 10:29,299.99
367,6/15/2020 10:30,299.75
368,6/15/2020 10:31,299.77
369,6/15/2020 10:32,300.06
370,6/15/2020 10:33,300.33
371,6/15/2020 10:34,300.5
372,6/15/2020 10:35,300.28
373,6/15/2020 10:36,300.1
374,6/15/2020 10:37,300.5
375,6/15/2020 10:38,300.17
376,6/15/2020 10:39,299.79
377,6/15/2020 10:40,299.42
378,6/15/2020 10:41,299.62
379,6/15/2020 10:42,299.61
380,6/15/2020 10:43,300.07
381,6/15/2020 10:44,300.23
382,6/15/2020 10:45,300.41
383,6/15/2020 10:46,301.25
384,6/15/2020 10:47,301.25
385,6/15/2020 10:48,301.07
386,6/15/2020 10:49,301.0
387,6/15/2020 10:50,300.84
388,6/15/2020 10:51,301.21
389,6/15/2020 10:52,301.59
390,6/15/2020 10:53,301.63
391,6/15/2020 10:54,301.46
392,6/15/2020 10:55,301.6
393,6/15/2020 10:56,301.48
394,6/15/2020 10:57,301.18
395,6/15/2020 10:58,301.01
396,6/15/2020 10:59,300.93
397,6/15/2020 11:00,300.82
398,6/15/2020 11:01,301.39
399,6/15/2020 11:02,301.48
400,6/15/2020 11:03,302.06
401,6/15/2020 11:04,302.18
402,6/15/2020 11:05,302.28
403,6/15/2020 11:06,302.1
404,6/15/2020 11:07,302.26
405,6/15/2020 11:08,302.38
406,6/15/2020 11:09,302.31
407,6/15/2020 11:10,302.16
408,6/15/2020 11:11,302.1
409,6/15/2020 11:12,302.26
410,6/15/2020 11:13,302.44
411,6/15/2020 11:14,302.38
412,6/15/2020 11:15,301.71
413,6/15/2020 11:16,301.68
414,6/15/2020 11:17,301.68
415,6/15/2020 11:18,301.83
416,6/15/2020 11:19,301.9
417,6/15/2020 11:20,301.96
418,6/15/2020 11:21,301.73
419,6/15/2020 11:22,301.79
420,6/15/2020 11:23,301.92
421,6/15/2020 11:24,302.51
422,6/15/2020 11:25,302.31
423,6/15/2020 11:26,301.5
424,6/15/2020 11:27,301.77
425,6/15/2020 11:28,302.06
426,6/15/2020 11:29,301.78
427,6/15/2020 11:30,301.64
428,6/15/2020 11:31,301.45
429,6/15/2020 11:32,301.78
430,6/15/2020 11:33,301.95
431,6/15/2020 11:34,301.5
432,6/15/2020 11:35,301.83
433,6/15/2020 11:36,301.86
434,6/15/2020 11:37,302.16
435,6/15/2020 11:38,301.99
436,6/15/2020 11:39,301.97
437,6/15/2020 11:40,302.22
438,6/15/2020 11:41,302.04
439,6/15/2020 11:42,301.7
440,6/15/2020 11:43,301.49
441,6/15/2020 11:44,301.27
442,6/15/2020 11:45,301.22
443,6/15/2020 11:46,301.3
444,6/15/2020 11:47,301.22
445,6/15/2020 11:48,301.14
446,6/15/2020 11:49,301.46
447,6/15/2020 11:50,301.64
448,6/15/2020 11:51,301.81
449,6/15/2020 11:52,301.66
450,6/15/2020 11:53,301.27
451,6/15/2020 11:54,301.2
452,6/15/2020 11:55,301.46
453,6/15/2020 11:56,301.69
454,6/15/2020 11:57,301.72
455,6/15/2020 11:58,302.09
456,6/15/2020 11:59,301.92
457,6/15/2020 12:00,301.82
458,6/15/2020 12:01,302.58
459,6/15/2020 12:02,302.76
460,6/15/2020 12:03,303.01
461,6/15/2020 12:04,303.07
462,6/15/2020 12:05,303.09
463,6/15/2020 12:06,303.01
464,6/15/2020 12:07,303.27
465,6/15/2020 12:08,303.08
466,6/15/2020 12:09,303.19
467,6/15/2020 12:10,303.23
468,6/15/2020 12:11,303.09
469,6/15/2020 12:12,303.09
470,6/15/2020 12:13,303.06
471,6/15/2020 12:14,302.98
472,6/15/2020 12:15,303.04
473,6/15/2020 12:16,303.16
474,6/15/2020 12:17,303.25
475,6/15/2020 12:18,303.45
476,6/15/2020 12:19,303.49
477,6/15/2020 12:20,303.43
478,6/15/2020 12:21,303.48
479,6/15/2020 12:22,303.59
480,6/15/2020 12:23,303.67
481,6/15/2020 12:24,303.74
482,6/15/2020 12:25,303.68
483,6/15/2020 12:26,303.69
484,6/15/2020 12:27,303.68
485,6/15/2020 12:28,303.65
486,6/15/2020 12:29,303.56
487,6/15/2020 12:30,303.44
488,6/15/2020 12:31,303.27
489,6/15/2020 12:32,303.17
490,6/15/2020 12:33,303.26
491,6/15/2020 12:34,303.12
492,6/15/2020 12:35,303.46
493,6/15/2020 12:36,303.52
494,6/15/2020 12:37,303.48
495,6/15/2020 12:38,303.58
496,6/15/2020 12:39,303.58
497,6/15/2020 12:40,303.74
498,6/15/2020 12:41,303.67
499,6/15/2020 12:42,303.77
500,6/15/2020 12:43,303.74
501,6/15/2020 12:44,303.67
502,6/15/2020 12:45,303.53
503,6/15/2020 12:46,303.65
504,6/15/2020 12:47,304.01
505,6/15/2020 12:48,304.12
506,6/15/2020 12:49,303.98
507,6/15/2020 12:50,303.97
508,6/15/2020 12:51,303.9
509,6/15/2020 12:52,303.74
510,6/15/2020 12:53,304.07
511,6/15/2020 12:54,304.09
512,6/15/2020 12:55,303.97
513,6/15/2020 12:56,304.03
514,6/15/2020 12:57,303.94
515,6/15/2020 12:58,304.22
516,6/15/2020 12:59,304.37
517,6/15/2020 13:00,304.23
518,6/15/2020 13:01,304.22
519,6/15/2020 13:02,304.24
520,6/15/2020 13:03,304.43
521,6/15/2020 13:04,304.52
522,6/15/2020 13:05,304.5
523,6/15/2020 13:06,304.51
524,6/15/2020 13:07,304.59
525,6/15/2020 13:08,304.65
526,6/15/2020 13:09,304.87
527,6/15/2020 13:10,304.93
528,6/15/2020 13:11,304.75
529,6/15/2020 13:12,304.8
530,6/15/2020 13:13,304.92
531,6/15/2020 13:14,304.88
532,6/15/2020 13:15,304.91
533,6/15/2020 13:16,305.03
534,6/15/2020 13:17,305.24
535,6/15/2020 13:18,304.75
536,6/15/2020 13:19,304.73
537,6/15/2020 13:20,304.88
538,6/15/2020 13:21,304.75
539,6/15/2020 13:22,304.52
540,6/15/2020 13:23,304.45
541,6/15/2020 13:24,304.39
542,6/15/2020 13:25,304.41
543,6/15/2020 13:26,304.44
544,6/15/2020 13:27,304.33
545,6/15/2020 13:28,304.54
546,6/15/2020 13:29,304.46
547,6/15/2020 13:30,304.35
548,6/15/2020 13:31,304.05
549,6/15/2020 13:32,304.27
550,6/15/2020 13:33,304.2
551,6/15/2020 13:34,304.19
552,6/15/2020 13:35,304.45
553,6/15/2020 13:36,304.57
554,6/15/2020 13:37,304.71
555,6/15/2020 13:38,304.51
556,6/15/2020 13:39,304.62
557,6/15/2020 13:40,304.62
558,6/15/2020 13:41,304.48
559,6/15/2020 13:42,304.27
560,6/15/2020 13:43,304.12
561,6/15/2020 13:44,304.22
562,6/15/2020 13:45,304.09
563,6/15/2020 13:46,304.09
564,6/15/2020 13:47,303.95
565,6/15/2020 13:48,303.91
566,6/15/2020 13:49,303.83
567,6/15/2020 13:50,304.02
568,6/15/2020 13:51,304.14
569,6/15/2020 13:52,304.25
570,6/15/2020 13:53,304.46
571,6/15/2020 13:54,304.21
572,6/15/2020 13:55,304.12
573,6/15/2020 13:56,304.18
574,6/15/2020 13:57,304.17
575,6/15/2020 13:58,304.04
576,6/15/2020 13:59,304.06
577,6/15/2020 14:00,305.2
578,6/15/2020 14:01,305.91
579,6/15/2020 14:02,306.26
580,6/15/2020 14:03,306.32
581,6/15/2020 14:04,306.57
582,6/15/2020 14:05,306.96
583,6/15/2020 14:06,307.14
584,6/15/2020 14:07,307.41
585,6/15/2020 14:08,307.26
586,6/15/2020 14:09,306.95
587,6/15/2020 14:10,307.08
588,6/15/2020 14:11,306.7
589,6/15/2020 14:12,306.94
590,6/15/2020 14:13,307.15
591,6/15/2020 14:14,307.18
592,6/15/2020 14:15,307.69
593,6/15/2020 14:16,307.77
594,6/15/2020 14:17,308.07
595,6/15/2020 14:18,308.07
596,6/15/2020 14:19,307.98
597,6/15/2020 14:20,307.89
598,6/15/2020 14:21,307.78
599,6/15/2020 14:22,307.42
600,6/15/2020 14:23,307.63
601,6/15/2020 14:24,307.98
602,6/15/2020 14:25,308.07
603,6/15/2020 14:26,307.94
604,6/15/2020 14:27,307.79
605,6/15/2020 14:28,307.77
606,6/15/2020 14:29,307.9
607,6/15/2020 14:30,307.67
608,6/15/2020 14:31,307.16
609,6/15/2020 14:32,307.36
610,6/15/2020 14:33,307.33
611,6/15/2020 14:34,306.96
612,6/15/2020 14:35,307.24
613,6/15/2020 14:36,307.42
614,6/15/2020 14:37,307.46
615,6/15/2020 14:38,307.39
616,6/15/2020 14:39,307.31
617,6/15/2020 14:40,307.53
618,6/15/2020 14:41,307.52
619,6/15/2020 14:42,307.61
620,6/15/2020 14:43,307.51
621,6/15/2020 14:44,307.03
622,6/15/2020 14:45,307.39
623,6/15/2020 14:46,307.45
624,6/15/2020 14:47,307.31
625,6/15/2020 14:48,307.21
626,6/15/2020 14:49,307.33
627,6/15/2020 14:50,307.34
628,6/15/2020 14:51,306.81
629,6/15/2020 14:52,306.76
630,6/15/2020 14:53,306.68
631,6/15/2020 14:54,306.74
632,6/15/2020 14:55,306.91
633,6/15/2020 14:56,306.78
634,6/15/2020 14:57,306.91
635,6/15/2020 14:58,306.94
636,6/15/2020 14:59,306.73
637,6/15/2020 15:00,306.98
638,6/15/2020 15:01,307.25
639,6/15/2020 15:02,307.46
640,6/15/2020 15:03,307.65
641,6/15/2020 15:04,307.46
642,6/15/2020 15:05,306.98
643,6/15/2020 15:06,307.08
644,6/15/2020 15:07,307.03
645,6/15/2020 15:08,307.25
646,6/15/2020 15:09,307.14
647,6/15/2020 15:10,307.42
648,6/15/2020 15:11,307.52
649,6/15/2020 15:12,307.22
650,6/15/2020 15:13,307.26
651,6/15/2020 15:14,307.29
652,6/15/2020 15:15,307.42
653,6/15/2020 15:16,307.34
654,6/15/2020 15:17,307.23
655,6/15/2020 15:18,306.87
656,6/15/2020 15:19,306.86
657,6/15/2020 15:20,306.9
658,6/15/2020 15:21,306.29
659,6/15/2020 15:22,306.56
660,6/15/2020 15:23,306.68
661,6/15/2020 15:24,306.79
662,6/15/2020 15:25,306.88
663,6/15/2020 15:26,306.3
664,6/15/2020 15:27,306.19
665,6/15/2020 15:28,306.02
666,6/15/2020 15:29,305.9
667,6/15/2020 15:30,305.76
668,6/15/2020 15:31,305.51
669,6/15/2020 15:32,305.44
670,6/15/2020 15:33,305.25
671,6/15/2020 15:34,305.2
672,6/15/2020 15:35,305.1
673,6/15/2020 15:36,304.86
674,6/15/2020 15:37,305.21
675,6/15/2020 15:38,305.47
676,6/15/2020 15:39,305.27
677,6/15/2020 15:40,305.07
678,6/15/2020 15:41,305.31
679,6/15/2020 15:42,305.61
680,6/15/2020 15:43,305.61
681,6/15/2020 15:44,305.66
682,6/15/2020 15:45,305.65
683,6/15/2020 15:46,305.78
684,6/15/2020 15:47,305.95
685,6/15/2020 15:48,305.69
686,6/15/2020 15:49,305.8
687,6/15/2020 15:50,306.13
688,6/15/2020 15:51,306.57
689,6/15/2020 15:52,306.58
690,6/15/2020 15:53,306.53
691,6/15/2020 15:54,306.31
692,6/15/2020 15:55,306.47
693,6/15/2020 15:56,306.5
694,6/15/2020 15:57,306.41
695,6/15/2020 15:58,306.35
696,6/15/2020 15:59,307.03
697,6/15/2020 16:00,307.05
698,6/15/2020 16:15,307.22
699,6/15/2020 16:16,307.3
700,6/15/2020 16:17,307.27
701,6/15/2020 16:18,307.27
702,6/15/2020 16:19,307.21
703,6/15/2020 16:20,307.16
704,6/15/2020 16:21,307.03
705,6/15/2020 16:22,307.1
706,6/15/2020 16:23,307.2
707,6/15/2020 16:24,307.24
708,6/15/2020 16:25,307.45
709,6/15/2020 16:26,307.6
710,6/15/2020 16:27,307.43
711,6/15/2020 16:28,307.38
712,6/15/2020 16:29,307.71
713,6/15/2020 16:30,307.7
714,6/15/2020 16:31,307.62
715,6/15/2020 16:32,307.61
716,6/15/2020 16:33,307.6
717,6/15/2020 16:34,307.59
718,6/15/2020 16:35,307.65
719,6/15/2020 16:36,307.64
720,6/15/2020 16:37,307.61
721,6/15/2020 16:38,307.51
722,6/15/2020 16:39,307.5
723,6/15/2020 16:40,307.51
724,6/15/2020 16:41,307.53
725,6/15/2020 16:42,307.47
726,6/15/2020 16:43,307.5
727,6/15/2020 16:44,307.48
728,6/15/2020 16:45,307.7
729,6/15/2020 16:46,307.72
730,6/15/2020 16:47,307.72
731,6/15/2020 16:48,307.75
732,6/15/2020 16:49,307.86
733,6/15/2020 16:50,307.92
734,6/15/2020 16:51,307.77
735,6/15/2020 16:52,307.8
736,6/15/2020 16:53,307.85
737,6/15/2020 16:54,307.05
738,6/15/2020 16:55,307.95
739,6/15/2020 16:56,307.89
740,6/15/2020 16:57,307.95
741,6/15/2020 16:58,307.84
742,6/15/2020 16:59,307.87
743,6/15/2020 17:00,307.84
